tconst;category;primaryName;primaryTitle;startYear;poster_path;averageRating;numVotes;W_Note;count
tt0047437;producer;Billy Wilder;Sabrina;1954;/8vvgKw3DbEPNlJAdHe7xXzhb2gN.jpg;7.6;70973;7.443706042324403;14.0
tt0048545;actor;Dennis Hopper;Rebel Without a Cause;1955;/n0oJB5fhcUth9ZbHziwsFuR38gT.jpg;7.6;98569;7.478610331070089;10.0
tt0048605;actress;Marilyn Monroe;The Seven Year Itch;1955;/4oLqx0QbjWFzWtkxRmDLGH47CUJ.jpg;7.1;42844;7.063150757620423;3.0
tt0048605;director;Billy Wilder;The Seven Year Itch;1955;/4oLqx0QbjWFzWtkxRmDLGH47CUJ.jpg;7.1;42844;7.063150757620423;14.0
tt0048605;producer;Charles K. Feldman;The Seven Year Itch;1955;/4oLqx0QbjWFzWtkxRmDLGH47CUJ.jpg;7.1;42844;7.063150757620423;3.0
tt0048605;producer;Billy Wilder;The Seven Year Itch;1955;/4oLqx0QbjWFzWtkxRmDLGH47CUJ.jpg;7.1;42844;7.063150757620423;14.0
tt0048728;actor;Cary Grant;To Catch a Thief;1955;/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg;7.4;80483;7.3051979939895535;5.0
tt0048728;actress;Grace Kelly;To Catch a Thief;1955;/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg;7.4;80483;7.3051979939895535;3.0
tt0048728;actor;John Williams;To Catch a Thief;1955;/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg;7.4;80483;7.3051979939895535;4.0
tt0048728;director;Alfred Hitchcock;To Catch a Thief;1955;/cbMRkBGBgo3aLJK2M4MyicvkPLQ.jpg;7.4;80483;7.3051979939895535;17.0
tt0049408;actress;Deborah Kerr;The King and I;1956;/wUfaP0lLaMpZzp5CrHyII5Vd7cp.jpg;7.4;28058;7.211527008179728;4.0
tt0049408;actress;Rita Moreno;The King and I;1956;/wUfaP0lLaMpZzp5CrHyII5Vd7cp.jpg;7.4;28058;7.211527008179728;4.0
tt0049408;actor;Martin Benson;The King and I;1956;/wUfaP0lLaMpZzp5CrHyII5Vd7cp.jpg;7.4;28058;7.211527008179728;3.0
tt0049408;producer;Charles Brackett;The King and I;1956;/wUfaP0lLaMpZzp5CrHyII5Vd7cp.jpg;7.4;28058;7.211527008179728;3.0
tt0049470;actor;James Stewart;The Man Who Knew Too Much;1956;/gy8YBRjCQRIT9x9G9F5fpnFD4xw.jpg;7.4;70413;7.295192479012293;7.0
tt0049470;director;Alfred Hitchcock;The Man Who Knew Too Much;1956;/gy8YBRjCQRIT9x9G9F5fpnFD4xw.jpg;7.4;70413;7.295192479012293;17.0
tt0050105;actor;Cary Grant;An Affair to Remember;1957;/1GbacsSg7hBetRb8G0vQ2a8SN.jpg;7.4;33285;7.228429269966544;5.0
tt0050105;actress;Deborah Kerr;An Affair to Remember;1957;/1GbacsSg7hBetRb8G0vQ2a8SN.jpg;7.4;33285;7.228429269966544;4.0
tt0051201;actor;John Williams;Witness for the Prosecution;1957;/mM5Cad2ESBprh6ucPnMzMfI34Cu.jpg;8.4;139275;8.186942626693046;4.0
